row,URL,TLD,label,p_phishing,outcome
140186,https://www.kafedam.com,com,0,0.0010553763863742072,phishing_missed
171126,https://www.discord.org.ua,ua,0,0.001112007392159775,phishing_missed
7535,https://www.sharestion.com,com,0,0.00111805165975698,phishing_missed
144267,https://www.attemplate.com,com,0,0.00111805165975698,phishing_missed
23697,https://www.orderedami.com,com,0,0.00111805165975698,phishing_missed
17080,https://www.brandlysms.com,com,0,0.00111805165975698,phishing_missed
33578,https://www.estilmenut.com,com,0,0.00111805165975698,phishing_missed
77970,https://www.asgharintl.net,net,0,0.00111805165975698,phishing_missed
7941,https://www.speedcusse.com,com,0,0.00111805165975698,phishing_missed
37342,https://www.yasersamra.com,com,0,0.00111805165975698,phishing_missed
15332,https://www.alhashimia.net,net,0,0.00111805165975698,phishing_missed
195134,https://www.blurbshop.com,com,0,0.001179042728621682,phishing_missed
97971,https://www.cfg.me,me,0,0.001183375727447089,phishing_missed
150089,https://www.gtn.cl,cl,0,0.001183375727447089,phishing_missed
93987,https://www.farsanteaban.tk,tk,0,0.0012048339481920411,phishing_missed
55128,https://www.sharkstealer.ru,ru,0,0.0012048339481920411,phishing_missed
68577,https://www.kursykuraray.pl,pl,0,0.0012048339481920411,phishing_missed
10121,https://www.amznn.net,net,0,0.00125558992328767,phishing_missed
220724,https://www.steamcomunilty.com,com,0,0.0014004268386840213,phishing_missed
213541,https://www.pastance.com,com,0,0.0015149976145143462,phishing_missed
155925,https://www.renatika.com,com,0,0.0015149976145143462,phishing_missed
80580,https://www.simplivr.com,com,0,0.0015149976145143462,phishing_missed
44062,https://www.cheatdiamond.my.id,id,0,0.00152268484593443,phishing_missed
4059,https://www.commbankonlinehelp.com,com,0,0.0016028439148133566,phishing_missed
193913,https://www.tdgmatrimoniosplus.com,com,0,0.0016028439148133566,phishing_missed
106447,https://www.cloudtraccia.com,com,0,0.0017635407632443645,phishing_missed
217129,https://www.prodevestate.com,com,0,0.0017635407632443645,phishing_missed
218411,https://www.pentahousing.com,com,0,0.0017635407632443645,phishing_missed
175488,https://www.iplayukulele.com,com,0,0.0017635407632443645,phishing_missed
90310,https://www.payasosmiami.com,com,0,0.0017635407632443645,phishing_missed
29862,https://www.escuelahalal.com,com,0,0.0017635407632443645,phishing_missed
159509,https://www.tallpullmoby.com,com,0,0.0017635407632443645,phishing_missed
146845,https://www.virginiabeachnewsdaily.com,com,0,0.0018150746344288704,phishing_missed
164978,https://www.ipanemaaustraliaoutlet.com,com,0,0.0018150746344288704,phishing_missed
151012,https://www.efvsx.ga,ga,0,0.0018551888044758824,phishing_missed
23082,https://www.iboiha.fun,fun,0,0.0019049002628807044,phishing_missed
159358,https://www.strategieredacweb.com,com,0,0.0020641567611557887,phishing_missed
102429,https://www.shorttermtradings.com,com,0,0.0020641567611557887,phishing_missed
203171,https://www.mediasmarkets.com,com,0,0.002142665673853794,phishing_missed
123647,https://www.romeogadungan.com,com,0,0.002142665673853794,phishing_missed
152107,https://www.steamcomunlty.com,com,0,0.002142665673853794,phishing_missed
152158,https://www.pandanusbeach.com,com,0,0.002142665673853794,phishing_missed
39409,https://www.ownagedomains.com,com,0,0.002142665673853794,phishing_missed
212515,https://www.steamcommurnity.com,com,0,0.0022084050002865174,phishing_missed
198368,https://www.systemathailand.com,com,0,0.0022084050002865174,phishing_missed
97067,https://www.capitalcomputer.com,com,0,0.0022084050002865174,phishing_missed
86215,https://www.ministerioagape.net,net,0,0.0022084050002865174,phishing_missed
26527,https://www.stpaulnewsdaily.com,com,0,0.0022084050002865174,phishing_missed
48768,https://www.urbanqueen.co.ke,ke,0,0.002320125020084274,phishing_missed
223447,https://www.metanfo.fr,fr,0,0.0023874226125826237,phishing_missed
208632,https://www.howtogetfittoday.com,com,0,0.002432549082758584,phishing_missed
155833,https://www.johnrichardjones.com,com,0,0.002432549082758584,phishing_missed
153161,https://www.cabomarlini.com,com,0,0.002449509302003383,phishing_missed
202281,https://www.instagram-apple.com,com,0,0.0030198224279139874,phishing_missed
216465,https://www.eventsreg.in,in,0,0.0032476849303778588,phishing_missed
45505,https://www.versoflor.de,de,0,0.0032476849303778588,phishing_missed
206020,https://www.lambareimport.com.py,py,0,0.003775609924442036,phishing_missed
174726,https://www.chesapeakenewsdaily.com,com,0,0.0038280091974108865,phishing_missed
153354,https://www.stlouisnewsbulletin.com,com,0,0.0038280091974108865,phishing_missed
207796,https://www.sunsetclub.pl,pl,0,0.004380886398619888,phishing_missed
224565,https://www.vksucsess.pp.ru,ru,0,0.0047099473410638915,phishing_missed
200439,https://www.ndnmag.fr,fr,0,0.005876815189644002,phishing_missed
230466,https://www.tribupublicidad.com.co,co,0,0.00597486484372145,phishing_missed
38799,https://www.coinbesaprime-logi.com,com,0,0.007468107241152988,phishing_missed
180197,https://www.personalinjurylawyersnj.com,com,0,0.008264162087115112,phishing_missed
88054,https://www.notepad-setup.top,top,0,0.01022399225216486,phishing_missed
146813,https://www.kr-metamask.org,org,0,0.010225085269165879,phishing_missed
174388,https://www.sleamcommulnity.ru,ru,0,0.010914213414532359,phishing_missed
151476,https://www.3pimath.org,org,0,0.01148572348337995,phishing_missed
2928,https://www.chmsgroup-access.ml,ml,0,0.01679510432681597,phishing_missed
194978,https://www.auth-serviziofatturazione-it.com/,com,0,0.018198694868155618,phishing_missed
230943,https://www.bet988m.com,com,0,0.02702997354113179,phishing_missed
125431,https://www.bet810b.com,com,0,0.02702997354113179,phishing_missed
53463,https://www.bet988v.com,com,0,0.02702997354113179,phishing_missed
45562,https://www.bet988d.com,com,0,0.02702997354113179,phishing_missed
94964,https://www.365oke.com,com,0,0.02777166790506136,phishing_missed
205599,https://www.divmainbot.pages.dev,dev,0,0.03568948682773143,phishing_missed
35271,https://www.365k99.cc,cc,0,0.044110408218409725,phishing_missed
36651,https://www.supporto-tecnico-internazionale.com/,com,0,0.06494850157516174,phishing_missed
203053,https://www.smtd.jp.zhiaininghai.com,com,0,0.0906448471971284,phishing_missed
221378,https://www.3656cc.net,net,0,0.1250247541135836,phishing_missed
92242,https://www.bet988.net/,net,0,0.19084230840402538,phishing_missed
124734,https://www.jio.com.ua/,ua,0,0.20977446852576564,phishing_missed
56606,https://www.3659eee.net,net,0,0.2352715065536286,phishing_missed
208171,https://www.3656ooo.com,com,0,0.2352715065536286,phishing_missed
91016,https://www.bet596.cc,cc,0,0.28562272679923784,phishing_missed
176415,https://www.dd365x.cc,cc,0,0.28562272679923784,phishing_missed
45223,https://www.369jiedian.top,top,0,0.30444453506024927,phishing_missed
52179,https://www.simple-dev-bisa.com/,com,0,0.30598490385689625,phishing_missed
194138,https://www.factor-a1.com,com,0,0.37493614900852,phishing_missed
18393,https://www.servizio-fatturazione-it.com/,com,0,0.45653535290131786,phishing_missed
28035,https://www.seminole.wateratlas.usf.edu,edu,1,0.50004525637494,legit_flagged
221496,https://www.cloudsat.cira.colostate.edu,edu,1,0.50004525637494,legit_flagged
33786,https://www.industrydocuments.ucsf.edu,edu,1,0.5999955423452913,legit_flagged
21942,https://www.secretsdeclassified.af.mil,mil,1,0.5999955423452913,legit_flagged
71202,https://www.google.blognewschannel.com,com,1,0.5999955423452913,legit_flagged
84494,https://www.business-services.upenn.edu,edu,1,0.9995084536804022,legit_flagged
167278,https://www.79798282.net,net,1,0.9999029945378969,legit_flagged
